,Date -Sampled-,Sample Site,County,Sample Type,Latitude,Longitude,Zone,Sample Week,Sample Month,Sample Year,DA Event
15,2000-11-17,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,46,11,2000,0
16,2000-11-17,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,46,11,2000,0
17,2000-11-17,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,46,11,2000,0
18,2000-11-17,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,46,11,2000,0
19,2000-11-17,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,46,11,2000,0
20,2002-03-15,"Half Moon Bay, offshore",San Mateo,"Crab, Dungeness, viscera",37.4976,-122.5406,F,11,3,2002,0
21,2005-06-09,Morro Bay,San Luis Obispo,"Crab, Dungeness, viscera",35.33,-120.85,H,23,6,2005,0
22,2005-06-09,Morro Bay,San Luis Obispo,"Crab, Dungeness, viscera",35.33,-120.85,H,23,6,2005,0
23,2010-11-02,Santa Barbara Point,Santa Barbara,"Crab, Dungeness, viscera",34.39535,-119.701585,H,44,11,2010,1
24,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
25,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
26,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
27,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
28,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
29,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
30,2010-11-08,"CDFG Trawl Block 431, Bodega",Marin,"Crab, Dungeness, viscera",38.234676,-123.104345,E,45,11,2010,0
31,2010-11-08,"CDFG Trawl Block 431, Bodega",Marin,"Crab, Dungeness, viscera",38.234676,-123.104345,E,45,11,2010,0
32,2010-11-08,"CDFG Trawl Block 431, Bodega",Marin,"Crab, Dungeness, viscera",38.234676,-123.104345,E,45,11,2010,0
33,2010-11-08,"CDFG Trawl Block 431, Bodega",Marin,"Crab, Dungeness, viscera",38.234676,-123.104345,E,45,11,2010,0
34,2010-11-08,"CDFG Trawl Block 431, Bodega",Marin,"Crab, Dungeness, viscera",38.234676,-123.104345,E,45,11,2010,0
35,2010-11-08,"CDFG Trawl Block 431, Bodega",Marin,"Crab, Dungeness, viscera",38.234676,-123.104345,E,45,11,2010,0
36,2010-11-08,"CDFG Trawl Block 448, Drakes",Marin,"Crab, Dungeness, viscera",37.903641,-122.924816,F,45,11,2010,0
37,2010-11-08,"CDFG Trawl Block 448, Drakes",Marin,"Crab, Dungeness, viscera",37.903641,-122.924816,F,45,11,2010,0
38,2010-11-08,"CDFG Trawl Block 448, Drakes",Marin,"Crab, Dungeness, viscera",37.903641,-122.924816,F,45,11,2010,0
39,2010-11-08,"CDFG Trawl Block 448, Drakes",Marin,"Crab, Dungeness, viscera",37.903641,-122.924816,F,45,11,2010,0
40,2010-11-08,"CDFG Trawl Block 448, Drakes",Marin,"Crab, Dungeness, viscera",37.903641,-122.924816,F,45,11,2010,0
41,2010-11-08,"CDFG Trawl Block 448, Drakes",Marin,"Crab, Dungeness, viscera",37.903641,-122.924816,F,45,11,2010,0
42,2010-11-08,"CDFG Trawl Block 448, Drakes",Marin,"Crab, Dungeness, viscera",37.903641,-122.924816,F,45,11,2010,0
43,2010-11-08,"CDFG Trawl Block 439, Pt Reyes",Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,F,45,11,2010,0
44,2010-11-08,"CDFG Trawl Block 439, Pt Reyes",Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,F,45,11,2010,0
45,2010-11-08,"CDFG Trawl Block 439, Pt Reyes",Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,F,45,11,2010,0
46,2010-11-08,"CDFG Trawl Block 439, Pt Reyes",Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,F,45,11,2010,0
47,2010-11-08,"CDFG Trawl Block 439, Pt Reyes",Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,F,45,11,2010,0
48,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
49,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
50,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
51,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
52,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
53,2010-11-08,"CDFG Trawl Block 447, Bolinas",Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,E,45,11,2010,0
54,2010-11-08,"CDFG Trawl Block 449, Chimney",Marin,"Crab, Dungeness, viscera",37.898869,-123.094453,F,45,11,2010,0
55,2010-11-08,"CDFG Trawl Block 449, Chimney",Marin,"Crab, Dungeness, viscera",37.898869,-123.094453,F,45,11,2010,0
56,2010-11-08,"CDFG Trawl Block 449, Chimney",Marin,"Crab, Dungeness, viscera",37.898869,-123.094453,F,45,11,2010,0
57,2010-11-08,"CDFG Trawl Block 449, Chimney",Marin,"Crab, Dungeness, viscera",37.898869,-123.094453,F,45,11,2010,0
58,2010-11-08,"CDFG Trawl Block 449, Chimney",Marin,"Crab, Dungeness, viscera",37.898869,-123.094453,F,45,11,2010,0
59,2010-11-08,"CDFG Trawl Block 449, Chimney",Marin,"Crab, Dungeness, viscera",37.898869,-123.094453,F,45,11,2010,0
60,2010-11-08,"CDFG Trawl Block 449, Chimney",Marin,"Crab, Dungeness, viscera",37.898869,-123.094453,F,45,11,2010,0
61,2010-11-09,"CDFG Trawl Block 464, San Pedr",San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,F,45,11,2010,0
62,2010-11-09,"CDFG Trawl Block 464, San Pedr",San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,F,45,11,2010,0
63,2010-11-09,"CDFG Trawl Block 464, San Pedr",San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,F,45,11,2010,0
64,2010-11-09,"CDFG Trawl Block 464, San Pedr",San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,F,45,11,2010,0
65,2010-11-09,"CDFG Trawl Block 464, San Pedr",San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,F,45,11,2010,0
66,2010-11-09,"CDFG Trawl Block 464, San Pedr",San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,F,45,11,2010,0
67,2010-11-09,"CDFG Trawl Block 465, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,F,45,11,2010,0
68,2010-11-09,"CDFG Trawl Block 465, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,F,45,11,2010,0
69,2010-11-09,"CDFG Trawl Block 465, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,F,45,11,2010,0
70,2010-11-09,"CDFG Trawl Block 465, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,F,45,11,2010,0
71,2010-11-09,"CDFG Trawl Block 465, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,F,45,11,2010,0
72,2010-11-09,"CDFG Trawl Block 465, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,F,45,11,2010,1
73,2010-11-09,"CDFG Trawl Block 466, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.572696,-122.944035,F,45,11,2010,0
74,2010-11-09,"CDFG Trawl Block 466, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.572696,-122.944035,F,45,11,2010,0
75,2010-11-09,"CDFG Trawl Block 466, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.572696,-122.944035,F,45,11,2010,0
76,2010-11-09,"CDFG Trawl Block 466, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.572696,-122.944035,F,45,11,2010,0
77,2010-11-09,"CDFG Trawl Block 466, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.572696,-122.944035,F,45,11,2010,0
78,2010-11-09,"CDFG Trawl Block 466, Off Pedr",San Mateo,"Crab, Dungeness, viscera",37.572696,-122.944035,F,45,11,2010,0
79,2010-11-09,"CDFG Trawl Block 457, Off SF",San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,F,45,11,2010,0
80,2010-11-09,"CDFG Trawl Block 457, Off SF",San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,F,45,11,2010,0
81,2010-11-09,"CDFG Trawl Block 457, Off SF",San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,F,45,11,2010,0
82,2010-11-09,"CDFG Trawl Block 457, Off SF",San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,F,45,11,2010,0
83,2010-11-09,"CDFG Trawl Block 457, Off SF",San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,F,45,11,2010,0
84,2010-11-09,"CDFG Trawl Block 457, Off SF",San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,F,45,11,2010,0
85,2010-11-09,"CDFG Trawl Block 456, Off SF",San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,F,45,11,2010,0
86,2010-11-09,"CDFG Trawl Block 456, Off SF",San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,F,45,11,2010,0
87,2010-11-09,"CDFG Trawl Block 456, Off SF",San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,F,45,11,2010,0
88,2010-11-09,"CDFG Trawl Block 456, Off SF",San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,F,45,11,2010,0
89,2010-11-09,"CDFG Trawl Block 456, Off SF",San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,F,45,11,2010,0
90,2010-11-09,"CDFG Trawl Block 456, Off SF",San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,F,45,11,2010,0
91,2010-11-09,"CDFG Trawl Block 455, Off SF",San Francisco,"Crab, Dungeness, viscera",37.737726,-122.587791,F,45,11,2010,0
92,2010-11-09,"CDFG Trawl Block 455, Off SF",San Francisco,"Crab, Dungeness, viscera",37.737726,-122.587791,F,45,11,2010,0
93,2010-11-09,"CDFG Trawl Block 455, Off SF",San Francisco,"Crab, Dungeness, viscera",37.737726,-122.587791,F,45,11,2010,0
94,2010-11-09,"CDFG Trawl Block 455, Off SF",San Francisco,"Crab, Dungeness, viscera",37.737726,-122.587791,F,45,11,2010,0
95,2010-11-09,"CDFG Trawl Block 455, Off SF",San Francisco,"Crab, Dungeness, viscera",37.737726,-122.587791,F,45,11,2010,0
96,2010-11-09,"CDFG Trawl Block 455, Off SF",San Francisco,"Crab, Dungeness, viscera",37.737726,-122.587791,F,45,11,2010,0
97,2010-11-10,Pelican Bay,Del Norte,"Crab, Dungeness, viscera",41.871369,-124.324551,A,45,11,2010,0
98,2010-11-10,Pelican Bay,Del Norte,"Crab, Dungeness, viscera",41.871369,-124.324551,A,45,11,2010,0
99,2010-11-10,Pelican Bay,Del Norte,"Crab, Dungeness, viscera",41.871369,-124.324551,A,45,11,2010,0
100,2010-11-10,Pelican Bay,Del Norte,"Crab, Dungeness, viscera",41.871369,-124.324551,A,45,11,2010,0
101,2010-11-10,Pelican Bay,Del Norte,"Crab, Dungeness, viscera",41.871369,-124.324551,A,45,11,2010,0
102,2010-11-10,Pelican Bay,Del Norte,"Crab, Dungeness, viscera",41.871369,-124.324551,A,45,11,2010,0
103,2010-11-10,Klamath River,Del Norte,"Crab, Dungeness, viscera",41.533913,-124.227427,A,45,11,2010,0
104,2010-11-10,Klamath River,Del Norte,"Crab, Dungeness, viscera",41.533913,-124.227427,A,45,11,2010,0
105,2010-11-10,Klamath River,Del Norte,"Crab, Dungeness, viscera",41.533913,-124.227427,A,45,11,2010,0
106,2010-11-10,Klamath River,Del Norte,"Crab, Dungeness, viscera",41.533913,-124.227427,A,45,11,2010,0
107,2010-11-10,Klamath River,Del Norte,"Crab, Dungeness, viscera",41.533913,-124.227427,A,45,11,2010,0
108,2010-11-10,Klamath River,Del Norte,"Crab, Dungeness, viscera",41.533913,-124.227427,A,45,11,2010,0
109,2010-11-10,Klamath River,Del Norte,"Crab, Dungeness, viscera",41.533913,-124.227427,A,45,11,2010,0
110,2010-11-10,Point St. George,Del Norte,"Crab, Dungeness, viscera",41.770479,-124.254556,A,45,11,2010,0
111,2010-11-10,Point St. George,Del Norte,"Crab, Dungeness, viscera",41.770479,-124.254556,A,45,11,2010,0
112,2010-11-10,Point St. George,Del Norte,"Crab, Dungeness, viscera",41.770479,-124.254556,A,45,11,2010,0
113,2010-11-10,Point St. George,Del Norte,"Crab, Dungeness, viscera",41.770479,-124.254556,A,45,11,2010,0
114,2010-11-10,Point St. George,Del Norte,"Crab, Dungeness, viscera",41.770479,-124.254556,A,45,11,2010,0
115,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
116,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
117,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
118,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
119,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
120,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
121,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
122,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
123,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
124,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
125,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
126,2010-11-10,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,45,11,2010,0
127,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
128,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
129,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
130,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
131,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
132,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
133,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
134,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
135,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
136,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
137,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
138,2010-11-10,Trinidad Head,Humboldt,"Crab, Dungeness, viscera",41.0515,-124.15,B,45,11,2010,0
139,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
140,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
141,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
142,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
143,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
144,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
145,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
146,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
147,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
148,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
149,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
150,2011-10-26,"Sonoma, OFFSHORE",Sonoma,"Crab, Dungeness, viscera",38.35,-125.0,E,43,10,2011,0
151,2012-10-25,Bodega Bay,Sonoma,"Crab, Dungeness, viscera",38.275,-123.00833,E,43,10,2012,0
152,2012-10-25,Bodega Bay,Sonoma,"Crab, Dungeness, viscera",38.275,-123.00833,E,43,10,2012,0
153,2012-10-25,Bodega Bay,Sonoma,"Crab, Dungeness, viscera",38.275,-123.00833,E,43,10,2012,0
154,2012-10-25,Bodega Bay,Sonoma,"Crab, Dungeness, viscera",38.275,-123.00833,E,43,10,2012,0
155,2012-10-25,Bodega Bay,Sonoma,"Crab, Dungeness, viscera",38.275,-123.00833,E,43,10,2012,1
156,2012-10-25,Bodega Bay,Sonoma,"Crab, Dungeness, viscera",38.275,-123.00833,E,43,10,2012,0
157,2012-10-26,Fort Bragg,Mendocino,"Crab, Dungeness, viscera",39.427582,-123.807304,D,43,10,2012,0
158,2012-10-26,Fort Bragg,Mendocino,"Crab, Dungeness, viscera",39.427582,-123.807304,D,43,10,2012,0
159,2012-10-26,Fort Bragg,Mendocino,"Crab, Dungeness, viscera",39.427582,-123.807304,D,43,10,2012,0
160,2012-10-26,Fort Bragg,Mendocino,"Crab, Dungeness, viscera",39.427582,-123.807304,D,43,10,2012,0
161,2012-10-26,Fort Bragg,Mendocino,"Crab, Dungeness, viscera",39.427582,-123.807304,D,43,10,2012,0
162,2012-10-26,Fort Bragg,Mendocino,"Crab, Dungeness, viscera",39.427582,-123.807304,D,43,10,2012,0
163,2012-10-26,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,43,10,2012,0
164,2012-10-26,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,43,10,2012,0
165,2012-10-26,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,43,10,2012,0
166,2012-10-26,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,43,10,2012,0
167,2012-10-26,"Humboldt County, OFFSHORE",Humboldt,"Crab, Dungeness, viscera",40.785,-124.674,A,43,10,2012,0
168,2012-10-26,"Del Norte County, OFFSHORE",Del Norte,"Crab, Dungeness, viscera",41.7076,-123.966,A,43,10,2012,0
169,2012-10-26,"Del Norte County, OFFSHORE",Del Norte,"Crab, Dungeness, viscera",41.7076,-123.966,A,43,10,2012,0
170,2012-10-26,"Del Norte County, OFFSHORE",Del Norte,"Crab, Dungeness, viscera",41.7076,-123.966,A,43,10,2012,0
171,2012-10-26,"Del Norte County, OFFSHORE",Del Norte,"Crab, Dungeness, viscera",41.7076,-123.966,A,43,10,2012,0
172,2012-10-26,"Del Norte County, OFFSHORE",Del Norte,"Crab, Dungeness, viscera",41.7076,-123.966,A,43,10,2012,0
173,2012-10-26,"Del Norte County, OFFSHORE",Del Norte,"Crab, Dungeness, viscera",41.7076,-123.966,A,43,10,2012,0
174,2012-10-26,Trinidad Bay,Humboldt,"Crab, Dungeness, viscera",41.053113,-124.142252,C,43,10,2012,0
175,2012-10-26,Trinidad Bay,Humboldt,"Crab, Dungeness, viscera",41.053113,-124.142252,C,43,10,2012,0
176,2012-10-26,Trinidad Bay,Humboldt,"Crab, Dungeness, viscera",41.053113,-124.142252,C,43,10,2012,0
177,2012-10-26,Trinidad Bay,Humboldt,"Crab, Dungeness, viscera",41.053113,-124.142252,C,43,10,2012,0
178,2012-10-26,Trinidad Bay,Humboldt,"Crab, Dungeness, viscera",41.053113,-124.142252,C,43,10,2012,0
179,2012-10-26,Trinidad Bay,Humboldt,"Crab, Dungeness, viscera",41.053113,-124.142252,C,43,10,2012,0
180,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
181,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
182,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
183,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
184,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
185,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
186,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
187,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
188,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
189,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
190,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
191,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
192,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
193,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
194,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
195,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
196,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
197,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
198,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
199,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
200,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
201,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
202,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
203,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
204,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
205,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
206,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
207,2012-11-06,"CDFG Trawl Block 422, Carmet",Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,E,45,11,2012,0
